Date,Gold,Silver,Copper,oil,USD,GBP_USD,Heng_sang,N225,digital
6/25/2012,1570,26.72,3.314,91.01,82.66,1.5573,18995.13,8734.62,0
6/22/2012,1565.5,26.81,3.305,90.98,82.44,1.559,19265.07,8798.35,0
6/21/2012,1582,27.88,3.295,89.23,82.49,1.559,19518.85,8824.07,1
6/20/2012,1601,28.31,3.386,92.69,81.73,1.5717,19416.67,8752.31,1
6/19/2012,1625.5,28.81,3.433,95.76,81.59,1.5725,19427.81,8655.87,1
6/18/2012,1615.5,28.43,3.396,96.05,81.85,1.567,19233.94,8721.02,0
6/15/2012,1627.25,28.66,3.385,97.61,81.61,1.5717,18808.4,8569.32,1
6/14/2012,1613.5,28.88,3.354,97.03,81.99,1.5555,19026.52,8568.89,0
6/13/2012,1619.5,28.87,3.34,97.13,82.06,1.551,18872.56,8587.84,1
6/12/2012,1603.5,28.54,3.334,97.14,82.45,1.5576,18953.63,8536.72,0
6/11/2012,1584,28.63,3.345,98,82.55,1.548,18502.34,8624.9,0
6/8/2012,1576.5,28.17,3.284,99.47,82.56,1.5474,18678.29,8459.26,0
6/7/2012,1606,29.28,3.369,99.93,82.11,1.5529,18520.53,8639.72,1
6/6/2012,1635,29.36,3.379,100.64,82.38,1.5492,18259.03,8533.53,1
6/1/2012,1606,27.38,3.31,98.43,82.97,1.5363,18185.59,8440.25,0
5/31/2012,1558,28.1,3.362,101.87,83.13,1.5405,18558.34,8542.73,0
5/30/2012,1540,27.68,3.386,103.47,83.09,1.5481,18629.52,8633.19,0
5/29/2012,1579.5,28.25,3.463,106.68,82.58,1.5641,18690.22,8657.08,1
5/28/2012,1574.6,28.52,3.473,107.11,82.52,1.5682,19055.46,8593.15,0
5/25/2012,1569.5,28.24,3.448,106.83,82.52,1.5661,18800.99,8580.39,0
5/24/2012,1568.5,28.08,3.429,106.55,82.49,1.5672,18713.41,8563.38,0
5/23/2012,1549,27.76,3.398,105.56,82.23,1.5688,18666.4,8556.6,0
5/22/2012,1582.5,28.07,3.487,108.41,81.65,1.5763,18786.19,8729.29,1
5/21/2012,1592.5,28.39,3.504,108.81,81.23,1.583,19039.15,8633.89,1
5/18/2012,1589.5,28.48,3.47,107.14,81.42,1.5817,18922.32,8611.31,0
5/17/2012,1554,27.48,3.479,107.49,81.54,1.5796,18951.85,8876.59,0
5/16/2012,1548.5,27.25,3.485,111.71,81.52,1.5913,19200.93,8801.17,0
5/15/2012,1556.5,28.28,3.522,112.24,81.38,1.5996,19259.83,8900.74,1
5/14/2012,1558.5,28.33,3.557,111.57,80.75,1.6093,19894.31,8973.84,1
5/11/2012,1583,28.58,3.648,112.26,80.4,1.6073,19735.04,8953.31,1
5/10/2012,1598.5,29.25,3.692,112.73,80.26,1.6145,19964.63,9009.65,1
5/9/2012,1582.5,28.77,3.67,113.2,80.23,1.6133,20227.28,9045.06,0
5/8/2012,1602.5,29.58,3.686,112.73,79.85,1.6158,20330.64,9181.65,1
5/4/2012,1643.75,29.9,3.724,113.18,79.59,1.6156,20484.75,,1
5/3/2012,1637.75,30.36,3.733,116.08,79.29,1.6182,20536.65,,0
5/2/2012,1648,30.52,3.785,118.2,79.2,1.6201,21086,,1
5/1/2012,1664,30.78,3.84,119.66,78.94,1.622,21249.53,9350.95,1
4/30/2012,1651.25,31.2,3.833,119.47,78.85,1.6233,21309.08,,0
4/27/2012,1663.5,31.14,3.82,119.83,78.76,1.6267,21094.21,9520.89,1
4/26/2012,1653.5,30.7,3.768,119.92,79,1.6176,20741.45,9561.83,0
4/25/2012,1637.75,30.88,3.7,119.12,79.11,1.6168,20809.71,9561.01,0
4/24/2012,1649.5,30.86,3.671,118.16,79.33,1.614,20646.29,9468.04,1
4/23/2012,1629,31.16,3.623,118.71,79.54,1.6128,20677.16,9542.17,0
4/20/2012,1641.5,31.79,3.696,118.76,79.31,1.6126,20624.39,9561.36,1
4/19/2012,1650,31.47,3.627,118,79.71,1.6054,21010.64,9588.38,1
4/18/2012,1644,31.61,3.628,117.97,79.67,1.6022,20995.01,9667.26,0
4/17/2012,1635.5,31.64,3.644,118.78,79.63,1.592,20780.73,9464.71,0
4/16/2012,1653,31.32,3.624,118.68,79.73,1.5899,20562.31,9470.64,1
4/13/2012,1666.5,32.365,3.623,121.83,80.06,1.5848,20610.64,9637.99,1
4/12/2012,1668.5,31.47,3.716,121.71,79.45,1.5958,20701.04,9524.79,1
4/11/2012,1658,31.7,3.636,120.18,79.99,1.5923,20327.32,9458.74,0
4/10/2012,1644,31.55,3.646,119.88,80.1,1.5854,20140.67,9538.02,0
4/5/2012,1631,31.27,3.792,123.43,80.29,1.5829,20356.24,9767.61,0
4/4/2012,1621,31.98,3.785,122.34,79.95,1.5903,20593,9819.99,0
4/3/2012,1676.25,32.97,3.916,124.86,79.64,1.5905,20790.98,10050.39,1
4/2/2012,1677.5,32.42,3.918,125.43,78.96,1.6036,20555.58,10109.87,1
3/30/2012,1662.5,32.43,3.824,122.88,79.14,1.6008,20609.39,10083.56,0
3/29/2012,1657.5,31.79,3.794,122.39,79.36,1.5958,20885.42,10114.79,0
3/28/2012,1676,32.43,3.787,124.16,79.3,1.5892,21046.91,10182.57,1
3/27/2012,1692,33.01,3.879,125.54,79.22,1.5953,20668.86,10255.15,1
3/26/2012,1680.25,32.23,3.885,125.65,79.18,1.596,20668.8,10018.24,0
3/23/2012,1664,31.54,3.809,125.13,79.58,1.587,20901.56,10011.47,0
3/22/2012,1635.5,31.79,3.768,123.14,80,1.5823,20856.63,10127.08,0
3/21/2012,1649.25,31.97,3.849,124.2,79.9,1.5874,20888.24,10086.49,1
3/20/2012,1656.75,32.22,3.828,124.12,79.83,1.5863,21115.29,,1
3/19/2012,1661.5,32.44,3.906,125.71,79.71,1.5886,21317.85,10141.99,1
3/16/2012,1658,32.27,3.874,125.81,79.73,1.5844,21353.53,10129.83,0
3/15/2012,1648,32.36,3.892,123.55,80.14,1.5703,21307.89,10123.28,0
3/14/2012,1644.25,32.84,3.842,124.97,80.54,1.5651,21339.7,10050.52,0
3/13/2012,1690,33.58,3.897,126.22,80.21,1.5704,21134.18,9899.08,1
3/12/2012,1697.5,33.77,3.832,125.34,79.91,1.5651,21086,9889.86,1
3/9/2012,1687.5,33.87,3.853,125.98,80.08,1.5674,20900.73,9929.74,0
3/8/2012,1690,34.09,3.786,125.44,79.18,1.5822,20627.78,9768.96,1
3/7/2012,1677.5,33.17,3.76,124.12,79.76,1.5732,20806.25,9576.06,0
3/6/2012,1669,33.22,3.731,121.98,79.93,1.572,21265.31,9637.63,0
3/5/2012,1705,34.18,3.853,123.8,79.36,1.5874,21562.26,9698.59,1
3/2/2012,1707,35.21,3.896,123.65,79.46,1.5834,21387.96,9777.03,1
3/1/2012,1714,34.56,3.925,126.2,78.83,1.596,,9707.37,1
