Date,Gold,Silver,Copper,oil,USD,GBP_USD,Heng_sang,N225,digital
10/1/2015,1119,14.55,2.308,47.69,96.33,1.5129,,17722.42,0
9/30/2015,1114,14.65,2.345,48.37,96.48,1.5129,20846.3,17388.15,0
9/29/2015,1132.1,14.56,2.253,48.23,95.99,1.5151,20556.6,16930.84,1
9/28/2015,1131.05,14.7,2.256,47.34,96.18,1.5174,,17645.11,0
9/25/2015,1146.65,14.99,2.292,48.6,96.43,1.5182,21186.32,17880.51,1
9/24/2015,1154.5,14.79,2.312,48.17,96.15,1.5241,21095.98,17571.83,1
9/23/2015,1131.35,14.8,2.305,47.75,96.21,1.5246,21302.91,,0
9/22/2015,1122.9,14.94,2.307,49.08,96.45,1.5365,21796.58,,0
9/21/2015,1133.25,15.18,2.398,48.92,96.03,1.5508,21756.93,,1
9/18/2015,1141.5,15.26,2.397,47.47,95,1.5532,21920.83,18070.21,1
9/17/2015,1117.5,14.76,2.462,49.08,94.68,1.5591,21854.63,18432.27,0
9/16/2015,1117.6,14.51,2.462,49.75,95.55,1.5493,21966.66,18171.6,1
9/15/2015,1105.95,14.35,2.436,46.63,95.78,1.5342,21455.23,18026.48,0
9/14/2015,1104.8,14.43,2.414,46.37,95.36,1.5426,21561.9,17965.7,0
9/11/2015,1100.25,14.58,2.462,48.14,95.19,1.543,21504.37,18264.22,0
9/10/2015,1109.5,14.72,2.454,48.89,95.44,1.5446,21562.5,18299.62,1
9/9/2015,1109.85,14.77,2.442,47.58,96.01,1.5368,22131.31,18770.51,1
9/8/2015,1121.15,14.63,2.438,49.52,95.99,1.5396,21259.04,17427.08,1
9/7/2015,1119.5,14.54,2.345,47.63,96.24,1.527,20583.52,17860.47,0
9/4/2015,1118.25,14.69,2.32,49.61,96.24,1.5171,20840.61,17792.16,0
9/3/2015,1128,14.71,2.39,50.68,96.42,1.5257,,18182.39,1
9/2/2015,1137.75,14.56,2.333,50.5,95.84,1.5301,20934.94,18095.4,1
9/1/2015,1142.3,14.68,2.303,49.56,95.45,1.5303,21185.43,18165.69,1
8/28/2015,1135,14.44,2.346,50.05,96.14,1.5393,21612.39,19136.32,0
8/27/2015,1119,14.27,2.334,47.56,95.65,1.54,21838.54,18574.44,0
8/26/2015,1120.75,14.41,2.251,43.14,95.13,1.5459,21080.39,18376.83,1
8/25/2015,1137.5,14.87,2.323,43.21,94.54,1.5688,21404.96,17806.7,1
8/24/2015,1166.5,14.94,2.269,42.69,93.36,1.5776,21251.57,18540.68,1
8/21/2015,1156.5,15.46,2.307,45.46,95,1.5697,22409.62,19435.83,0
8/20/2015,1147.7,15.5,2.323,46.62,96,1.5688,22757.47,20033.52,0
8/19/2015,1126.15,14.84,2.283,47.16,96.37,1.5679,23167.85,20222.63,0
8/18/2015,1111.45,15.23,2.297,48.81,97.07,1.5661,23474.97,20554.47,0
8/17/2015,1118.8,15.23,2.333,48.74,96.81,1.5587,23814.65,20620.26,1
8/14/2015,1118.25,15.55,2.364,49.03,96.53,1.5646,23991.03,20519.45,0
8/13/2015,1116.75,15.33,2.365,49.22,96.46,1.5611,24018.8,20595.55,0
8/12/2015,1119,15.36,2.361,49.66,96.3,1.5615,23916.02,20392.77,1
8/11/2015,1108.25,15.31,2.341,49.18,97.33,1.5573,24498.21,20720.75,0
8/10/2015,1097,14.88,2.408,50.41,97.2,1.5587,24521.12,20808.69,0
8/7/2015,1093.5,14.75,2.341,48.61,97.62,1.5496,24552.47,20724.56,0
8/6/2015,1089.75,14.59,2.348,49.52,97.91,1.5512,24375.28,20664.44,0
8/5/2015,1085.1,14.52,2.353,49.59,98.03,1.5602,24514.16,20614.06,0
8/4/2015,1090.65,14.54,2.365,49.99,98.02,1.5563,24406.12,20520.36,1
8/3/2015,1091.9,14.73,2.348,49.52,97.62,1.5588,24411.42,20548.11,1
7/31/2015,1098.4,14.56,2.368,52.21,97.44,1.5624,24636.28,20585.24,1
7/30/2015,1087.5,14.64,2.381,53.31,97.69,1.5601,24497.98,20522.83,0
7/29/2015,1090.25,14.61,2.408,53.38,97.08,1.5604,24619.45,20302.91,1
7/28/2015,1096.2,14.54,2.403,53.3,96.86,1.5611,24503.94,20328.89,1
7/27/2015,1100,14.69,2.35,53.47,96.61,1.5558,24351.96,20350.1,1
7/24/2015,1080.8,14.49,2.381,54.62,97.35,1.5514,25128.51,20544.53,0
7/23/2015,1097.4,14.88,2.385,55.27,97.23,1.5514,25398.85,20683.95,1
7/22/2015,1088.6,14.78,2.432,56.13,97.72,1.5614,25282.62,20593.67,0
7/21/2015,1105.6,14.75,2.478,57.04,97.43,1.5558,25536.43,20841.97,1
7/20/2015,1104.6,14.84,2.484,56.65,98.16,1.5566,25404.81,,0
7/17/2015,1132.8,15.01,2.505,57.1,97.99,1.5609,25415.27,20650.92,1
7/16/2015,1144.4,14.93,2.531,57.51,97.81,1.561,25162.78,20600.12,1
7/15/2015,1147.4,15.31,2.53,57.05,97.28,1.5637,25055.76,20463.33,1
7/14/2015,1157.4,15.28,2.545,58.51,96.78,1.5636,25120.91,20385.33,1
7/13/2015,1154,15.45,2.555,57.85,97,1.5489,25224.01,20089.77,0
7/10/2015,1159.3,15.45,2.546,58.73,96.17,1.5526,24901.28,19779.83,1
7/9/2015,1164.25,15.38,2.558,58.61,96.79,1.538,24392.79,19855.5,1
7/8/2015,1158.5,14.99,2.504,57.05,96.47,1.5361,23516.56,19737.64,0
7/7/2015,1156.25,15.61,2.451,56.85,97.08,1.5462,24975.31,20376.59,0
7/6/2015,1166,15.59,2.543,56.54,96.48,1.5607,25236.28,20112.12,1
7/3/2015,1167.95,15.64,2.618,60.32,96.29,1.5571,26064.11,20539.79,1
7/2/2015,1165.25,15.61,2.635,62.07,96.29,1.5609,26282.32,20522.5,0
7/1/2015,1168,15.63,2.635,62.01,96.51,1.5618,,20329.32,1
6/30/2015,1171,15.7,2.623,63.59,95.66,1.571,26250.03,20235.73,1
6/29/2015,1176,15.83,2.639,62.01,94.95,1.5738,25966.98,20109.95,1
6/26/2015,1170.5,15.83,2.645,63.26,95.65,1.5752,26663.87,20706.15,0
6/25/2015,1172.65,15.77,2.646,63.2,95.39,1.5747,27145.75,20771.4,1
6/24/2015,1173.75,15.89,2.647,63.49,95.42,1.5706,27404.97,20868.03,1
6/23/2015,1178,15.96,2.634,64.45,95.64,1.5731,27333.46,20809.42,1
6/22/2015,1185.5,16.19,2.588,63.34,94.52,1.5825,27080.85,20428.19,1
6/19/2015,1203.4,16.12,2.592,63.02,94.27,1.5884,26760.53,20174.24,1
6/18/2015,1201.85,16.24,2.628,64.26,94.24,1.5881,26694.66,19990.82,0
6/17/2015,1178,15.98,2.623,63.87,94.49,1.5833,26753.79,20219.27,0
6/16/2015,1177.75,16.03,2.627,63.7,95.26,1.5649,26566.7,20257.94,0
6/15/2015,1181.4,15.93,2.659,62.61,95.13,1.5601,26861.81,20387.79,1
6/12/2015,1182.8,15.93,2.7,63.87,94.99,1.5559,27280.54,20407.08,1
6/11/2015,1178.5,15.87,2.693,65.11,94.98,1.5518,26907.85,20382.97,0
6/10/2015,1188.5,16.13,2.772,65.7,94.65,1.5531,26687.64,20046.36,1
6/9/2015,1177.4,16.13,2.74,64.88,95.17,1.5386,26989.52,20096.3,0
6/8/2015,1172.8,16.06,2.716,62.69,95.32,1.535,27316.28,20457.19,0
6/5/2015,1164.6,16.15,2.722,63.31,96.36,1.5272,27260.16,20460.9,0
6/4/2015,1176,16.47,2.716,62.03,95.49,1.5366,27551.89,20488.19,1
6/3/2015,1190,16.6,2.751,63.8,95.51,1.5341,27657.47,20473.51,1
6/2/2015,1192.8,16.7,2.758,65.49,95.88,1.5344,27466.72,20543.19,1
6/1/2015,1199.9,16.61,2.741,64.88,97.47,1.5201,27597.16,20569.87,1
5/29/2015,1191.4,16.67,2.76,65.56,96.99,1.5291,27424.19,20563.15,0
5/28/2015,1185,16.68,2.793,62.58,97.06,1.5316,27454.31,20551.46,0
5/27/2015,1185.85,16.66,2.816,62.06,97.47,1.5355,28081.21,20472.58,1
5/26/2015,1185.4,16.79,2.853,63.72,97.41,1.5385,28249.86,20437.48,0
5/22/2015,1204.1,17.25,2.833,65.37,96.11,1.549,27992.83,20264.41,1
5/21/2015,1205,17.18,2.871,66.54,95.33,1.5662,27523.72,20202.87,1
5/20/2015,1210.5,17.07,2.852,65.03,95.51,1.5537,27585.05,20196.56,1
5/19/2015,1214.3,17.4,2.861,64.02,95.36,1.551,27693.54,20026.38,1
5/18/2015,1223.5,17.7,2.93,66.27,94.27,1.5653,27591.25,19890.27,1
5/15/2015,1220.5,17.25,2.949,66.81,93.18,1.5723,27822.28,19732.92,0
5/14/2015,1225,17.4,2.946,66.59,93.5,1.5776,27286.55,19570.24,1
5/13/2015,1210.5,16.65,2.95,66.81,93.64,1.5745,27249.28,19764.72,0
5/12/2015,1191.5,16.46,2.95,66.86,94.61,1.5671,27407.18,19624.84,0
5/11/2015,1189.25,16.39,2.917,64.91,95.1,1.5587,27718.2,19620.91,0
5/8/2015,1186,16.31,2.931,65.39,94.9,1.5456,27577.34,19379.19,0
5/7/2015,1187,16.35,2.926,65.54,94.75,1.5246,27289.97,19291.99,1
5/6/2015,1194.25,16.41,2.933,67.77,94.17,1.5245,27640.91,,1
5/5/2015,1197,16.42,2.94,67.52,95.2,1.5183,27755.54,,1
5/1/2015,1175.95,16.17,2.932,66.46,95.44,1.5141,28123.82,19531.63,0
4/30/2015,1180.25,16.52,2.886,66.78,94.71,1.5351,28133,19520.01,1
4/29/2015,1209,16.48,2.795,65.84,95.32,1.544,28400.34,,1
4/28/2015,1209,16.32,2.78,64.64,96.19,1.5338,28442.75,20058.95,1
4/27/2015,1200,15.84,2.774,64.83,96.94,1.5238,28433.59,19983.32,0
4/24/2015,1183,15.83,2.752,65.28,97.1,1.5189,28060.98,20020.04,0
4/23/2015,1185.75,15.86,2.698,64.85,97.45,1.5058,27827.7,20187.65,1
4/22/2015,1189.25,16.05,2.67,62.73,98.14,1.5036,27933.85,20133.9,1
4/21/2015,1195.3,16.08,2.705,62.08,98.2,1.4926,27850.49,19909.09,1
4/20/2015,1196.5,16.09,2.736,63.45,98.16,1.4906,27094.93,19634.49,1
4/17/2015,1203.35,16.36,2.784,63.45,97.71,1.4962,27653.12,19652.88,1
4/16/2015,1204.35,16.47,2.785,63.98,97.61,1.4935,27739.71,19885.77,1
4/15/2015,1192.9,16.18,2.729,60.32,98.53,1.4842,27618.82,19869.76,0
4/14/2015,1194.75,16.08,2.72,58.43,98.94,1.478,27561.49,19908.68,1
4/13/2015,1198.9,16.27,2.737,57.93,99.77,1.4676,28016.34,19905.46,1
4/10/2015,1207.35,16.55,2.751,57.87,99.6,1.4631,27272.39,19907.63,1
4/9/2015,1194.8,16.3,2.745,56.57,99.39,1.4714,26944.39,19937.72,0
4/8/2015,1207.25,16.84,2.748,55.55,98.13,1.4867,26236.86,19789.81,1
4/7/2015,1211,16.86,2.777,59.1,98.06,1.4808,,19640.54,1
4/2/2015,1198.5,16.84,2.748,54.95,97.67,1.4829,25275.64,19312.79,0
4/1/2015,1197,16.56,2.756,57.1,98.47,1.4823,25082.75,19034.84,0
3/31/2015,1187,16.6,2.747,55.11,98.66,1.4818,24900.89,19206.99,0
3/30/2015,1185.5,16.65,2.788,56.29,98.28,1.481,24855.12,19411.4,0
3/27/2015,1195.75,17.14,2.775,56.41,97.52,1.4877,24486.2,19285.63,1
3/26/2015,1203.15,17.13,2.821,59.19,97.68,1.485,24497.08,19471.12,1
3/25/2015,1195.6,16.94,2.805,56.48,97.2,1.4881,24528.23,19746.2,0
3/24/2015,1191.5,16.97,2.815,55.11,97.45,1.4851,24399.6,19713.45,0
3/23/2015,1186.25,16.73,2.808,55.92,97.3,1.4952,24494.51,19754.36,0
3/20/2015,1183.1,16.17,2.775,55.32,98.17,1.4951,24375.24,19560.22,0
3/19/2015,1166,15.88,2.675,54.43,99.58,1.4752,24468.89,19476.56,0
3/18/2015,1147.25,15.47,2.587,55.91,98.78,1.4978,24120.08,19544.48,0
3/17/2015,1150.75,15.56,2.642,53.51,99.95,1.4745,23901.49,19437,1
3/16/2015,1150.75,15.58,2.678,53.44,99.48,1.4829,23949.55,19246.06,1
3/13/2015,1152,15.5,2.679,54.67,100.31,1.4744,23823.21,19254.25,1
3/12/2015,1152.25,15.68,2.675,57.08,99.41,1.4883,23797.96,18991.11,1
3/11/2015,1150,15.64,2.623,57.54,99.78,1.4929,23717.97,18723.52,0
3/10/2015,1162,15.78,2.635,56.39,98.61,1.507,23896.98,18665.11,1
3/9/2015,1168.5,15.92,2.687,58.53,97.58,1.5129,24123.05,18790.55,1
3/6/2015,1175.75,15.99,2.629,59.73,97.6,1.5037,24164,18971,1
3/5/2015,1202,16.19,2.672,60.48,96.39,1.5241,24193.04,18751.84,1
3/4/2015,1199.5,16.32,2.677,60.55,95.99,1.5264,24465.38,18703.6,0
3/3/2015,1212.75,16.42,2.674,61.02,95.41,1.5361,24702.78,18815.16,1
3/2/2015,1212.5,16.63,2.711,59.54,95.48,1.5364,24887.44,18826.88,0
2/27/2015,1214,16.53,2.716,62.58,95.32,1.5434,24823.29,18797.94,1
2/26/2015,1208.25,16.82,2.714,60.05,95.34,1.5406,24902.06,18785.79,0
2/25/2015,1204.75,16.51,2.708,61.63,94.23,1.5529,24778.28,18585.2,0
2/24/2015,1192.5,16.32,2.712,58.66,94.56,1.5455,24750.07,18603.48,0
2/23/2015,1204.5,16.2,2.639,58.9,94.66,1.5457,24836.76,18466.92,1
2/20/2015,1208.25,16.34,2.611,60.22,94.34,1.54,,18332.3,1
2/19/2015,1209.5,16.73,2.642,60.21,94.49,1.5413,,18264.79,1
2/18/2015,1206,16.42,2.639,60.53,94.26,1.5435,24832.08,18199.17,0
2/17/2015,1209.5,16.82,2.595,62.53,94.15,1.5354,24784.88,17987.09,1
2/16/2015,1229.25,17.27,2.608,61.4,94.28,1.5362,24726.53,18004.77,1
2/13/2015,1232.5,16.86,2.614,61.52,94.28,1.5399,24682.54,17913.36,1
2/12/2015,1222.5,16.89,2.609,57.05,94.2,1.5385,24422.15,17979.72,0
2/11/2015,1223.75,16.95,2.553,54.66,95.09,1.5238,24315.02,,1
2/10/2015,1234.5,16.8,2.562,56.43,94.85,1.5254,24528.1,17652.68,1
2/9/2015,1238.5,16.97,2.599,58.34,94.58,1.5215,24521,17711.93,1
2/6/2015,1241,17.22,2.603,57.8,94.85,1.5246,24679.39,17648.5,1
2/5/2015,1259.25,17,2.612,56.57,93.73,1.5328,24765.49,17504.62,1
2/4/2015,1268.5,17.39,2.612,54.16,94.17,1.5183,24679.76,17678.74,1
2/3/2015,1264.25,17.59,2.6,57.91,93.72,1.5167,24554.78,17335.85,0
2/2/2015,1272.5,17.22,2.511,54.75,94.73,1.504,24484.74,17558.04,1
1/30/2015,1260.25,16.92,2.528,52.99,95,1.5069,24507.05,17674.39,0
1/29/2015,1268.75,17.43,2.47,49.13,95.01,1.5067,24595.85,17606.22,1
1/28/2015,1288,18.01,2.522,48.47,94.73,1.5135,24861.81,17795.73,1
1/27/2015,1288.5,17.87,2.514,49.6,94.25,1.5197,24807.28,17768.3,1
1/26/2015,1281.25,17.83,2.574,48.16,95.11,1.508,24909.9,17468.52,0
1/23/2015,1294.75,18.23,2.538,48.79,95.05,1.499,24850.45,17511.75,1
1/22/2015,1295.75,18.08,2.6,48.52,94.36,1.501,24522.63,17329.02,1
1/21/2015,1293.5,18.22,2.615,49.03,93.14,1.5143,24352.58,17280.48,0
1/20/2015,1288.75,17.8,2.615,47.99,93.35,1.5145,23951.16,17366.3,0
1/19/2015,1273.75,17.65,2.573,48.84,92.89,1.5111,23738.49,17014.29,0
1/16/2015,1277.5,16.92,2.654,50.17,92.89,1.5151,24103.52,16864.16,1
1/15/2015,1259,17.12,2.611,47.67,92.61,1.5184,24350.91,17108.7,0
1/14/2015,1235,16.64,2.553,48.69,92.34,1.5232,24112.6,16795.96,0
1/13/2015,1231.5,17,2.679,46.59,92.5,1.5159,24215.97,17087.71,0
1/12/2015,1226.5,16.52,2.763,47.43,92.18,1.5171,24026.46,,0
1/9/2015,1217.75,16.24,2.791,50.11,92.15,1.516,23919.95,17197.73,0
1/8/2015,1215.5,16.37,2.807,50.96,92.6,1.5089,23835.53,17167.1,0
1/7/2015,1210.5,16.33,2.796,51.15,92.11,1.5111,23681.26,16885.33,0
1/6/2015,1210.25,16.29,2.804,51.1,91.74,1.5151,23485.41,16883.19,0
1/5/2015,1200,15.88,2.793,53.11,91.62,1.525,23721.32,17408.71,0
1/2/2015,1172,15.71,2.838,56.42,91.38,1.5328,23857.82,,0
12/31/2014,,15.97,2.838,57.33,90.65,1.5575,23605.04,,1
12/30/2014,1206,15.79,2.869,57.9,90.28,1.5559,23501.1,17450.77,0
12/29/2014,1185.5,16,2.838,57.88,90.5,1.5514,23773.18,17729.84,0
12/24/2014,,15.77,2.874,60.24,90.22,1.5559,23349.34,17854.23,1
12/23/2014,1175.75,15.71,2.902,61.69,90.33,1.5522,23333.69,,0
12/22/2014,1195.25,16.09,2.904,60.11,89.95,1.559,23408.57,17635.14,1
12/19/2014,1195.5,15.86,2.908,61.38,89.84,1.5632,23116.63,17621.4,1
12/18/2014,1199,16.08,2.873,59.27,89.48,1.5671,22832.21,17210.05,1
12/17/2014,1195.75,15.95,2.888,61.18,89.33,1.5575,22585.84,16819.73,0
12/16/2014,1202.5,16.29,2.877,59.86,88.3,1.5749,22670.5,16755.32,1
12/15/2014,1209.25,16.85,2.898,61.06,88.57,1.5637,23027.85,17099.4,1
12/12/2014,1217,17.07,2.946,61.85,88.34,1.572,23249.2,17371.58,1
12/11/2014,1216.25,16.98,2.941,63.68,88.68,1.5732,23312.54,17257.4,0
12/10/2014,1229,17.06,2.914,64.24,88.29,1.5716,23524.52,17412.58,1
12/9/2014,1227,16.37,2.946,66.84,88.69,1.5671,23485.83,17813.38,0
12/8/2014,1193,16.26,2.91,66.19,89.05,1.5653,24047.67,17935.64,0
12/5/2014,1194,16.33,2.925,69.07,89.36,1.5583,24002.64,17920.45,1
12/4/2014,1209,16.42,2.933,69.64,88.73,1.5673,23832.56,17887.21,1
12/3/2014,1204.75,16.3,2.893,69.92,88.99,1.5686,23428.62,17720.43,0
12/2/2014,1195,16.16,2.913,70.54,88.7,1.5636,23654.3,17663.22,0
12/1/2014,1194,15.73,2.93,72.54,87.98,1.573,23367.45,17590.1,0
11/28/2014,1182.75,15.97,2.86,70.15,88.41,1.5649,23987.45,17459.85,0
11/27/2014,1194.75,16.42,2.951,72.58,87.65,1.5736,24004.28,17248.5,1
11/26/2014,1197.5,16.61,2.96,77.75,87.65,1.5792,24111.98,17383.58,1
11/25/2014,1199,16.66,2.961,78.33,87.96,1.5708,23843.91,17407.62,1
11/24/2014,1197.5,16.33,3.004,79.68,88.21,1.5705,23893.14,,0
11/21/2014,1203.75,16.3,3.035,80.36,88.41,1.5655,23437.12,17357.51,1
11/20/2014,1190,16.2,3.027,79.33,87.67,1.5695,23349.64,17300.86,0
11/19/2014,1196,16.26,3.047,78.1,87.71,1.5682,23373.31,17288.75,1
11/18/2014,1192.75,16.27,3.011,78.47,87.64,1.5634,23529.17,17344.06,0
11/17/2014,1182.5,16.2,3.05,79.31,88.01,1.5641,23797.08,16973.8,0
11/14/2014,1169,15.35,3.058,79.41,87.59,1.567,24087.38,17490.83,0
11/13/2014,1161.75,15.74,2.999,77.92,87.75,1.5711,24019.94,17392.79,0
11/12/2014,1164.5,15.62,3.034,80.38,87.91,1.5781,23938.18,17197.05,1
11/11/2014,1156.5,15.57,3.042,81.67,87.72,1.5919,23808.28,17124.11,0
11/10/2014,1162,15.67,3.027,82.34,87.91,1.5842,23744.7,16780.53,1
11/7/2014,1154.5,15.42,3.053,83.39,87.73,1.5874,23550.24,16880.38,0
11/6/2014,1145,15.28,3.03,82.86,88.13,1.5832,23649.31,16792.48,0
11/5/2014,1142,15.32,3.022,82.95,87.57,1.5977,23695.62,16937.32,0
11/4/2014,1166.5,16.12,3.034,82.82,87.09,1.6003,23845.66,16862.47,1
11/3/2014,1167.75,16.15,3.079,84.78,87.41,1.5972,23915.97,,1
10/31/2014,1164.25,16.2,3.061,85.86,87.02,1.5998,23998.06,16413.76,0
10/30/2014,1202,16.78,3.072,86.24,86.23,1.6,23702.04,15658.2,1
10/29/2014,1223.5,17.2,3.112,87.12,86.04,1.6011,23819.87,15553.91,1
10/28/2014,1229.25,17.18,3.108,86.03,85.47,1.6131,23520.36,15329.91,1
10/27/2014,1228.75,17.18,3.078,85.83,85.56,1.612,23143.23,15388.72,0
10/24/2014,1232.75,17.19,3.051,86.13,85.82,1.6091,23302.2,15291.64,1
10/23/2014,1232.75,17.07,3.05,86.83,85.95,1.6031,23333.18,15138.96,1
10/22/2014,1243.75,17.36,3.022,84.71,85.85,1.6051,23403.97,15195.77,1
10/21/2014,1250.25,17.36,3.031,86.22,85.4,1.6112,23088.58,14804.28,1
10/20/2014,1244.5,17.38,2.99,85.4,85.04,1.6165,23070.26,15111.23,0
10/17/2014,1234.25,17.36,3.001,86.16,85.21,1.6095,23023.21,14532.51,0
10/16/2014,1237.75,17.46,2.978,84.47,85.04,1.6088,22900.94,14738.38,1
10/15/2014,1237.5,17.01,3.005,83.78,85.24,1.6021,23140.05,15073.52,0
10/14/2014,1234.75,17.5,3.085,85.04,85.94,1.5904,23047.97,14936.51,0
10/13/2014,1229,17.41,3.037,88.89,85.73,1.6085,23143.38,,0
10/10/2014,1219,17.26,3.032,90.21,86.03,1.6078,23088.54,15300.55,0
10/9/2014,1226.75,17.64,3.028,90.05,85.66,1.6119,23534.53,15478.93,1
10/8/2014,1217,17.35,3,91.38,85.41,1.6168,23263.33,15595.98,0
10/7/2014,1210.5,17.36,3.034,92.11,85.78,1.6096,23422.52,15783.83,0
10/6/2014,1195.75,17.02,3.03,92.79,86.04,1.6084,23315.04,15890.95,0
10/3/2014,1195,16.97,2.994,92.31,86.82,1.5964,23064.56,15708.65,0
10/2/2014,1211.75,17.09,2.997,93.42,85.69,1.6143,,15661.99,1
10/1/2014,1216.5,17.04,3.034,94.16,86.08,1.6186,,16082.25,1
9/30/2014,1216.5,17.11,3.006,94.67,86.05,1.6214,22932.98,16173.52,1
9/29/2014,1219.5,17.58,3.053,97.2,85.72,1.6241,23229.21,16310.64,1
9/26/2014,1213.75,17.54,3.029,97,85.77,1.6247,23678.41,16229.86,0
9/25/2014,1213.75,17.52,3.06,97,85.3,1.6318,23768.13,16374.14,1
9/24/2014,1217.25,17.76,3.059,96.95,85.16,1.634,23921.61,16167.45,1
9/23/2014,1222,17.92,3.034,96.85,84.78,1.6388,23837.07,,1
9/22/2014,1213.5,17.74,3.038,96.97,84.86,1.6361,23955.49,16205.9,0
9/19/2014,1219.75,18.45,3.088,98.39,84.86,1.6288,24306.16,16321.17,1
9/18/2014,1220.5,18.5,3.092,97.7,84.43,1.6401,24168.72,16067.57,1
9/17/2014,1236,18.63,3.142,98.97,84.49,1.6276,24376.41,15888.67,1
9/16/2014,1232.25,18.75,3.16,99.05,84.23,1.6277,24136.01,15911.53,0
9/15/2014,1234.25,18.64,3.081,96.65,84.25,1.6233,24356.99,,1
9/12/2014,1231.5,18.64,3.102,97.11,84.24,1.6268,24595.32,15948.29,0
9/11/2014,1241.25,18.7,3.087,98.08,84.3,1.6255,24662.64,15909.2,1
9/10/2014,1251,19.01,3.104,98.04,84.29,1.6213,24705.36,15788.78,1
9/9/2014,1255.75,19,3.095,99.16,84.28,1.6106,,15749.15,1
9/8/2014,1259,19.19,3.158,100.2,84.24,1.6105,25190.45,15705.11,1
9/5/2014,1266,19.13,3.158,100.82,83.76,1.6327,25240.15,15668.68,1
9/4/2014,1271.5,19.21,3.139,101.83,83.83,1.6333,25297.92,15676.18,1
9/3/2014,1265.5,19.1,3.111,102.77,82.89,1.6462,25317.95,15728.35,0
9/2/2014,1267,19.2,3.135,100.34,83.01,1.647,24749.02,15668.6,1
9/1/2014,1286.5,19.49,3.149,102.79,82.78,1.6607,24752.09,15476.6,1
8/29/2014,1285.75,19.47,3.135,103.19,82.78,1.6599,24742.06,15424.59,0
8/28/2014,1292,19.75,3.127,102.46,82.52,1.6586,24741,15459.86,1
8/27/2014,1282.75,19.32,3.175,102.72,82.45,1.6577,24918.75,15534.82,0
8/26/2014,1286,19.49,3.182,102.5,82.68,1.654,25074.5,15521.22,1
8/22/2014,1277.25,19.49,3.199,102.29,82.38,1.6571,25112.23,15539.19,0
8/21/2014,1275.25,19.4,3.172,102.63,82.21,1.658,24994.1,15586.2,0
8/20/2014,1295,19.42,3.174,102.28,82.28,1.6596,25159.76,15454.45,1
8/19/2014,1296.5,19.66,3.086,101.56,81.94,1.6617,25122.95,15449.79,1
8/18/2014,1296.75,19.59,3.103,101.6,81.63,1.6728,24955.46,15322.6,1
8/15/2014,1296,19.86,3.097,103.53,81.47,1.6697,24954.94,15318.34,0
8/14/2014,1313.5,19.86,3.086,102.01,81.65,1.6687,24801.36,15314.57,1
8/13/2014,1312,19.9,3.106,104.28,81.66,1.6688,24890.34,15213.63,0
8/12/2014,1315.75,20.08,3.149,103.02,81.56,1.6813,24689.41,15161.31,1
8/11/2014,1307.25,19.85,3.167,104.68,81.53,1.6787,24646.02,15130.52,0
8/8/2014,1309.75,20.13,3.166,105.02,81.45,1.6773,24331.41,14778.37,1
8/7/2014,1305.25,20.07,3.171,105.44,81.61,1.6833,24387.56,15232.37,0
8/6/2014,1306.5,19.78,3.163,104.59,81.51,1.6854,24584.13,15159.79,1
8/5/2014,1284.75,20.2,3.199,104.61,81.61,1.6886,24648.26,15320.31,0
8/4/2014,1290.5,20.35,3.236,105.41,81.41,1.6863,24600.08,15474.5,1
8/1/2014,1291.25,20.34,3.207,104.84,81.38,1.6821,24532.43,15523.11,1
7/31/2014,1285.25,20.69,3.223,106.02,81.52,1.6886,24756.85,15620.77,0
7/30/2014,1294.5,20.54,3.232,106.51,81.52,1.6914,24732.21,15646.23,1
7/29/2014,1299.25,20.64,3.209,107.72,81.31,1.6945,24640.53,15618.07,1
7/28/2014,1304.5,20.63,3.231,107.57,81.12,1.6984,24428.63,15529.4,1
7/25/2014,1294.75,20.46,3.227,108.39,81.12,1.6974,24216.01,15457.87,0
7/24/2014,1292.75,20.84,3.254,107.07,80.96,1.6986,24141.5,15284.42,0
7/23/2014,1308,20.93,3.195,108.03,80.92,1.7044,23971.87,15328.56,1
7/22/2014,1310.25,20.81,3.196,107.33,80.86,1.7065,23782.11,15343.28,1
7/21/2014,1311.5,20.93,3.187,107.68,80.63,1.7075,23387.14,,1
7/18/2014,1307.25,20.94,3.174,107.24,80.59,1.7088,23454.79,15215.71,0
7/17/2014,1302.5,20.78,3.209,107.89,80.57,1.7101,23520.87,15370.26,0
7/16/2014,1301,20.7,3.205,105.85,80.62,1.7138,23523.28,15379.3,0
7/15/2014,1310,20.93,3.239,106.02,80.45,1.7143,23459.96,15395.16,1
7/14/2014,1306,21.13,3.239,106.98,80.23,1.7085,23346.67,15296.82,0
7/11/2014,1335,21.415,3.259,106.66,80.23,1.7125,23233.45,15164.04,1
7/10/2014,1340.25,21.5,3.256,108.67,80.17,1.7132,23238.99,15216.47,1
7/9/2014,1322.75,21.13,3.236,108.28,80.04,1.7158,23176.07,15302.65,0
7/8/2014,1323,21.08,3.243,108.94,80.22,1.7131,23541.38,15314.41,1
7/7/2014,1313,20.95,3.248,110.24,80.27,1.7127,23540.92,15379.44,0
7/4/2014,1319.25,21.12,3.27,110.64,80.28,1.716,23546.36,15437.13,1
7/3/2014,1317.5,21,3.265,111,80.28,1.7154,23531.44,15348.29,0
7/2/2014,1326.5,21.04,3.252,111.24,79.98,1.7166,23549.62,15369.97,1
