Date,Price,Open,High,Low,Vol.,Change %
"Jun 29, 2016",50.61,48.84,50.74,48.62,112.96K,4.18
"Jun 28, 2016",48.58,47.61,48.79,47.47,173.18K,3.01
"Jun 27, 2016",47.16,48.43,48.9,46.69,243.26K,-2.58
"Jun 24, 2016",48.41,50.69,50.74,47.54,351.74K,-4.91
"Jun 23, 2016",50.91,50.14,51.18,49.89,246.95K,2.06
"Jun 22, 2016",49.88,51.06,51.24,49.18,282.72K,-1.46
"Jun 21, 2016",50.62,50.43,51.1,49.46,256.95K,-0.06
"Jun 20, 2016",50.65,49.42,50.68,49.24,244.41K,3.01
"Jun 17, 2016",49.17,47.28,49.4,47.25,222.73K,4.2
"Jun 16, 2016",47.19,48.56,48.77,46.94,287.30K,-3.63
"Jun 15, 2016",48.97,49.22,49.8,48.39,298.84K,-1.73
"Jun 14, 2016",49.83,49.89,50.05,49.2,224.01K,-1.03
"Jun 13, 2016",50.35,50.42,50.79,49.61,208.81K,-0.38
"Jun 10, 2016",50.54,51.91,52.1,50.33,210.06K,-2.71
"Jun 09, 2016",51.95,52.74,52.86,51.53,213.12K,-1.07
"Jun 08, 2016",52.51,51.41,52.8,51.32,260.75K,2.08
"Jun 07, 2016",51.44,50.46,51.54,50.28,208.82K,1.76
"Jun 06, 2016",50.55,49.83,50.83,49.72,223.76K,1.83
"Jun 03, 2016",49.64,49.95,50.33,49.3,227.82K,-0.8
"Jun 02, 2016",50.04,49.63,50.3,48.84,270.12K,0.64
"Jun 01, 2016",49.72,49.65,50,48.65,266.00K,0.06
"May 31, 2016",49.69,49.7,50.05,49.23,28.69K,-0.14
"May 30, 2016",49.76,49.43,49.83,48.92,23.09K,0.89
"May 27, 2016",49.32,49.42,49.55,48.69,130.18K,-0.54
"May 26, 2016",49.59,49.76,50.51,49.25,221.26K,-0.3
"May 25, 2016",49.74,49.16,49.96,48.91,237.79K,2.32
"May 24, 2016",48.61,48.35,49.24,47.8,211.58K,0.54
"May 23, 2016",48.35,48.72,48.84,47.58,225.09K,-0.76
"May 20, 2016",48.72,48.9,49.39,48.07,255.58K,-0.18
"May 19, 2016",48.81,48.67,48.88,47.38,302.10K,-0.25
"May 18, 2016",48.93,49.36,49.85,48.45,319.81K,-0.71
"May 17, 2016",49.28,49.03,49.75,48.57,262.32K,0.63
"May 16, 2016",48.97,47.8,49.47,47.77,294.38K,2.38
"May 13, 2016",47.83,47.85,48.12,47.26,239.05K,-0.52
"May 12, 2016",48.08,47.32,48.19,46.8,353.85K,1.01
"May 11, 2016",47.6,45.59,47.75,44.8,381.74K,4.57
"May 10, 2016",45.52,43.49,45.7,43.33,343.21K,4.33
"May 09, 2016",43.63,45.75,46.48,43.43,364.58K,-3.84
"May 06, 2016",45.37,45.16,46.12,44.19,283.65K,0.8
"May 05, 2016",45.01,45.08,46.77,44.65,280.79K,0.87
"May 04, 2016",44.62,45.21,46.01,44.19,293.82K,-0.78
"May 03, 2016",44.97,45.8,46.4,44.62,276.40K,-1.88
"May 02, 2016",45.83,47.37,47.4,45.72,168.09K,-4.78
"Apr 29, 2016",48.13,47.9,48.5,47.41,29.52K,-0.02
"Apr 28, 2016",48.14,47.1,48.19,46.74,113.08K,2.03
"Apr 27, 2016",47.18,46.26,47.45,45.63,150.79K,3.15
"Apr 26, 2016",45.74,44.69,46.49,44.36,199.24K,2.83
"Apr 25, 2016",44.48,45.13,45.59,44.26,211.68K,-1.4
"Apr 22, 2016",45.11,44.75,45.9,44.3,272.85K,1.3
"Apr 21, 2016",44.53,45.54,46.18,44.44,312.60K,-2.77
"Apr 20, 2016",45.8,43.52,45.88,42.81,297.26K,4.02
"Apr 19, 2016",44.03,43.14,44.5,42.6,355.95K,2.61
"Apr 18, 2016",42.91,41.8,43.43,40.1,383.37K,-0.44
"Apr 15, 2016",43.1,43.8,44.05,42.28,285.17K,-1.69
"Apr 14, 2016",43.84,44.01,44.62,43.29,234.37K,-0.77
"Apr 13, 2016",44.18,44.44,44.94,43.76,348.59K,-1.14
"Apr 12, 2016",44.69,42.7,44.81,42.56,357.35K,4.34
"Apr 11, 2016",42.83,42,43.06,41.41,279.92K,2.12
"Apr 08, 2016",41.94,39.68,42.01,39.62,340.22K,6.37
"Apr 07, 2016",39.43,39.9,40.29,38.7,308.72K,-1.03
"Apr 06, 2016",39.84,38.4,39.94,38.34,323.37K,5.2
"Apr 05, 2016",37.87,37.5,38.44,37.27,296.45K,0.48
"Apr 04, 2016",37.69,38.69,38.92,37.5,286.65K,-2.53
"Apr 01, 2016",38.67,40.14,40.43,38.55,286.17K,-2.35
"Mar 31, 2016",39.6,39.12,40,38.74,27.80K,0.87
"Mar 30, 2016",39.26,39.42,40.61,39.09,103.12K,0.31
"Mar 29, 2016",39.14,40.19,40.25,38.76,149.53K,-2.81
"Mar 28, 2016",40.27,40.58,41,39.64,78.61K,-0.42
"Mar 24, 2016",40.44,40.4,40.64,39.22,203.28K,-0.07
"Mar 23, 2016",40.47,41.56,41.82,40.42,240.91K,-3.16
"Mar 22, 2016",41.79,41.47,42.08,40.97,268.21K,0.6
"Mar 21, 2016",41.54,41.31,41.88,40.48,234.10K,0.83
"Mar 18, 2016",41.2,41.38,42.54,41.07,286.65K,-0.82
"Mar 17, 2016",41.54,40.45,41.6,40.41,249.23K,3
"Mar 16, 2016",40.33,39.14,40.44,38.83,263.87K,4.1
"Mar 15, 2016",38.74,39.67,39.74,38.32,224.36K,-2
"Mar 14, 2016",39.53,40.25,40.65,38.82,264.71K,-2.13
"Mar 11, 2016",40.39,40.33,41.03,40.02,276.65K,0.85
"Mar 10, 2016",40.05,40.89,41.01,39.63,287.78K,-2.48
"Mar 09, 2016",41.07,39.65,41.18,39.39,333.49K,3.58
"Mar 08, 2016",39.65,40.71,41.48,39.31,352.25K,-2.91
"Mar 07, 2016",40.84,38.88,41.04,38.87,341.91K,5.48
"Mar 04, 2016",38.72,37.04,38.95,36.82,295.79K,4.45
"Mar 03, 2016",37.07,37.05,37.37,36.35,256.49K,0.38
"Mar 02, 2016",36.93,36.62,37.4,36.1,278.17K,0.33
"Mar 01, 2016",36.81,36.6,37.25,35.95,276.26K,2.34
"Feb 29, 2016",35.97,35.1,36.23,34.83,30.24K,2.48
"Feb 26, 2016",35.1,35.1,37,34.73,126.42K,-0.54
"Feb 25, 2016",35.29,34.39,35.74,33.29,210.57K,2.56
"Feb 24, 2016",34.41,32.98,34.67,32.37,344.00K,3.43
"Feb 23, 2016",33.27,34.54,35.11,32.9,348.08K,-4.09
"Feb 22, 2016",34.69,33.25,34.97,32.85,233.33K,5.09
"Feb 19, 2016",33.01,33.88,34.46,32.68,287.09K,-3.7
"Feb 18, 2016",34.28,34.91,35.73,33.79,324.10K,-0.64
"Feb 17, 2016",34.5,32.54,34.99,31.82,355.92K,7.21
"Feb 16, 2016",32.18,34.51,35.55,31.92,398.49K,-3.62
"Feb 15, 2016",33.39,32.77,34.09,32.67,160.51K,0.09
"Feb 12, 2016",33.36,31.31,33.44,30.85,394.48K,10.98
"Feb 11, 2016",30.06,30.83,31.35,29.92,347.59K,-2.53
"Feb 10, 2016",30.84,30.95,31.9,30.35,332.99K,1.72
"Feb 09, 2016",30.32,33.17,33.56,30.28,305.77K,-7.79
"Feb 08, 2016",32.88,33.99,34.68,32.77,211.55K,-3.46
"Feb 05, 2016",34.06,34.39,35.14,33.81,296.57K,-1.16
"Feb 04, 2016",34.46,35.32,35.84,34.15,323.93K,-1.66
"Feb 03, 2016",35.04,32.41,35.53,32.3,396.58K,7.09
"Feb 02, 2016",32.72,34.18,34.18,32.23,346.89K,-4.44
"Feb 01, 2016",34.24,35.85,36.25,33.92,331.87K,-1.44
"Jan 29, 2016",34.74,34.08,35,33.59,29.66K,2.51
"Jan 28, 2016",33.89,32.84,35.84,32.56,195.14K,2.39
"Jan 27, 2016",33.1,31.2,33.49,30.83,257.11K,4.09
"Jan 26, 2016",31.8,30.01,32.72,29.27,335.09K,4.26
"Jan 25, 2016",30.5,32.1,32.81,30,310.14K,-5.22
"Jan 22, 2016",32.18,29.62,32.3,29.29,407.78K,10.02
"Jan 21, 2016",29.25,27.99,29.84,27.29,394.26K,4.91
"Jan 20, 2016",27.88,28.66,28.75,27.1,375.40K,-3.06
"Jan 19, 2016",28.76,28.7,30.24,28.6,419.48K,0.74
"Jan 18, 2016",28.55,28.73,29.58,27.67,211.26K,-1.35
"Jan 15, 2016",28.94,31,31.02,28.82,344.46K,-6.74
"Jan 14, 2016",31.03,30.26,31.23,29.73,16.39K,2.38
"Jan 13, 2016",30.31,30.82,31.92,29.96,91.96K,-1.78
"Jan 12, 2016",30.86,31.54,32.38,30.34,142.53K,-2.19
"Jan 11, 2016",31.55,33.34,33.38,31.17,202.06K,-5.96
"Jan 08, 2016",33.55,34.02,34.72,32.78,206.97K,-0.59
"Jan 07, 2016",33.75,34.52,34.74,32.16,291.51K,-1.4
"Jan 06, 2016",34.23,36.64,36.67,34.13,296.86K,-6.01
"Jan 05, 2016",36.42,37.27,37.57,36.24,275.47K,-2.15
"Jan 04, 2016",37.22,37.85,38.99,36.77,321.84K,-0.16
"Dec 31, 2015",37.28,36.57,37.95,36.1,149.60K,2.25
"Dec 30, 2015",36.46,37.29,37.55,36.35,173.51K,-3.52
"Dec 29, 2015",37.79,36.59,37.98,36.56,171.68K,3.19
"Dec 28, 2015",36.62,37.84,37.95,36.41,84.34K,-3.35
"Dec 24, 2015",37.89,37.77,38.1,36.91,111.02K,1.42
"Dec 23, 2015",37.36,36.37,37.88,36.28,196.98K,3.46
"Dec 22, 2015",36.11,36.36,36.72,35.98,166.30K,-0.66
"Dec 21, 2015",36.35,36.55,36.75,36.04,175.12K,-1.44
"Dec 18, 2015",36.88,36.81,37.73,36.41,218.04K,-0.49
"Dec 17, 2015",37.06,37.6,37.93,36.75,200.85K,-0.35
"Dec 16, 2015",37.19,38.09,38.45,37.11,18.23K,-3.28
"Dec 15, 2015",38.45,37.89,39.41,37.55,73.70K,1.4
"Dec 14, 2015",37.92,37.85,38.43,36.33,115.12K,-0.03
"Dec 11, 2015",37.93,39.55,39.74,37.36,167.31K,-4.53
"Dec 10, 2015",39.73,40.44,40.7,39.46,188.99K,-0.95
"Dec 09, 2015",40.11,40.63,41.59,39.57,284.65K,-0.37
"Dec 08, 2015",40.26,40.82,41.45,39.81,328.38K,-1.15
"Dec 07, 2015",40.73,43.26,43.26,40.6,272.44K,-5.28
"Dec 04, 2015",43,43.98,44.82,42.67,345.83K,-1.92
"Dec 03, 2015",43.84,42.77,44.69,42.61,271.48K,3.18
"Dec 02, 2015",42.49,44.32,44.64,42.43,324.06K,-4.39
"Dec 01, 2015",44.44,44.62,45.18,44.03,301.20K,-0.38
"Nov 30, 2015",44.61,44.86,45.75,44.44,235.94K,-0.56
"Nov 27, 2015",44.86,45.57,45.63,44.79,165.31K,-1.32
"Nov 26, 2015",45.46,46.23,46.32,45,97.32K,-1.54
"Nov 25, 2015",46.17,46.04,46.5,45.03,229.11K,0.11
"Nov 24, 2015",46.12,45.11,46.5,44.92,271.93K,2.88
"Nov 23, 2015",44.83,44.46,45.73,43.57,291.00K,0.38
"Nov 20, 2015",44.66,44.38,45.5,44.06,245.34K,1.09
"Nov 19, 2015",44.18,44.3,44.76,43.7,201.03K,0.09
"Nov 18, 2015",44.14,43.97,44.74,43.34,255.68K,1.31
"Nov 17, 2015",43.57,44.7,45.1,43.5,260.70K,-2.22
"Nov 16, 2015",44.56,44.7,45.18,43.15,310.12K,2.18
"Nov 13, 2015",43.61,44.08,44.85,43.57,28.63K,-1.02
"Nov 12, 2015",44.06,45.92,46.27,43.89,132.49K,-3.82
"Nov 11, 2015",45.81,47.08,47.73,45.62,193.34K,-3.44
"Nov 10, 2015",47.44,47.32,47.86,46.96,206.34K,0.53
"Nov 09, 2015",47.19,47.46,48.41,47.01,202.18K,-0.49
"Nov 06, 2015",47.42,48.05,48.58,47.27,245.49K,-1.17
"Nov 05, 2015",47.98,48.84,49,47.93,228.00K,-1.24
"Nov 04, 2015",48.58,50.25,50.87,48.49,328.14K,-3.88
"Nov 03, 2015",50.54,48.9,50.91,48.46,283.36K,3.59
"Nov 02, 2015",48.79,49.5,49.69,48.61,224.28K,-1.55
"Oct 30, 2015",49.56,48.66,50,48.28,238.59K,1.56
"Oct 29, 2015",48.8,49.15,49.38,48.17,213.93K,-0.51
"Oct 28, 2015",49.05,46.91,49.23,46.61,306.60K,4.79
"Oct 27, 2015",46.81,47.43,47.57,46.41,243.11K,-1.54
"Oct 26, 2015",47.54,48,48.33,47.3,193.98K,-0.94
"Oct 23, 2015",47.99,48.32,48.65,47.45,242.06K,-0.19
"Oct 22, 2015",48.08,47.96,48.73,47.65,201.59K,0.48
"Oct 21, 2015",47.85,48.58,48.65,47.5,244.64K,-1.77
"Oct 20, 2015",48.71,48.83,49.2,48.22,253.33K,0.21
"Oct 19, 2015",48.61,50.38,50.68,48.57,223.31K,-3.67
"Oct 16, 2015",50.46,50.21,50.7,49.31,225.96K,3.59
"Oct 15, 2015",48.71,49.01,49.38,48.21,16.79K,-0.9
"Oct 14, 2015",49.15,49.22,49.52,48.71,63.28K,-0.18
"Oct 13, 2015",49.24,50.27,50.7,48.88,108.37K,-1.24
"Oct 12, 2015",49.86,52.64,53.31,49.77,166.83K,-5.3
"Oct 09, 2015",52.65,53.35,54.05,52.21,174.34K,-0.75
"Oct 08, 2015",53.05,51.76,53.52,51.28,219.94K,3.35
"Oct 07, 2015",51.33,52.15,53.15,51.21,299.91K,-1.14
"Oct 06, 2015",51.92,49.35,52.26,48.86,303.58K,5.42
"Oct 05, 2015",49.25,48.08,49.87,47.84,215.45K,2.33
"Oct 02, 2015",48.13,47.99,48.5,46.93,201.59K,0.92
"Oct 01, 2015",47.69,48.4,49.84,47.62,239.32K,-1.41
"Sep 30, 2015",48.37,47.96,49,47.79,219.89K,0.29
"Sep 29, 2015",48.23,47.45,48.65,47.25,181.41K,1.88
"Sep 28, 2015",47.34,48.34,48.44,47.25,188.28K,-2.59
"Sep 25, 2015",48.6,48.17,49.1,47.86,189.40K,0.89
"Sep 24, 2015",48.17,47.88,48.47,47.4,198.04K,0.88
"Sep 23, 2015",47.75,49.08,50.25,47.68,232.27K,-2.71
"Sep 22, 2015",49.08,48.5,49.21,47.7,185.41K,0.33
"Sep 21, 2015",48.92,47.64,48.99,47.48,179.90K,3.05
"Sep 18, 2015",47.47,49.26,49.75,47.16,225.72K,-3.28
"Sep 17, 2015",49.08,49.98,50.14,48.32,228.86K,-1.35
"Sep 16, 2015",49.75,48.06,50.34,47.71,288.33K,6.69
"Sep 15, 2015",46.63,46.65,46.9,45.98,18.46K,0.56
"Sep 14, 2015",46.37,48.08,48.35,46.26,104.06K,-3.68
"Sep 11, 2015",48.14,48.64,48.98,47.16,143.41K,-1.53
"Sep 10, 2015",48.89,47.46,48.95,46.76,192.42K,2.75
"Sep 09, 2015",47.58,49.39,50.04,47.32,173.22K,-3.92
"Sep 08, 2015",49.52,47.76,49.85,47.64,253.29K,3.97
"Sep 07, 2015",47.63,49.27,49.44,47.5,94.80K,-3.99
"Sep 04, 2015",49.61,50.69,51.05,49.25,221.22K,-2.11
"Sep 03, 2015",50.68,50.58,52.46,49.82,270.54K,0.36
"Sep 02, 2015",50.5,48.62,51,47.74,324.84K,1.9
"Sep 01, 2015",49.56,52.92,53.47,48.47,373.64K,-8.48
"Aug 31, 2015",54.15,50.05,54.32,48.25,321.32K,8.19
"Aug 28, 2015",50.05,47.4,50.98,46.61,418.78K,5.24
"Aug 27, 2015",47.56,43.75,47.75,43.7,333.70K,10.25
"Aug 26, 2015",43.14,43.32,43.76,42.81,267.56K,-0.16
"Aug 25, 2015",43.21,42.79,44.5,42.68,292.10K,1.22
"Aug 24, 2015",42.69,45.35,45.46,42.23,305.73K,-6.09
"Aug 21, 2015",45.46,46.34,46.51,45.07,231.80K,-2.49
"Aug 20, 2015",46.62,47.03,47.38,46.03,221.54K,-1.15
"Aug 19, 2015",47.16,48.5,49.11,46.78,250.81K,-3.38
"Aug 18, 2015",48.81,48.55,49.04,48.25,191.53K,0.14
"Aug 17, 2015",48.74,48.76,49.44,48.35,195.61K,-0.59
"Aug 14, 2015",49.03,49.11,49.52,48.8,21.37K,-0.39
"Aug 13, 2015",49.22,49.82,50.39,48.85,115.92K,-0.89
"Aug 12, 2015",49.66,49.38,50.01,48.72,153.81K,0.98
"Aug 11, 2015",49.18,50.22,51.1,48.61,223.21K,-2.44
"Aug 10, 2015",50.41,48.43,50.49,48.24,208.26K,3.7
"Aug 07, 2015",48.61,49.62,50.06,48.42,245.82K,-1.84
"Aug 06, 2015",49.52,49.72,49.83,48.88,236.36K,-0.14
"Aug 05, 2015",49.59,50.14,50.99,49.02,280.76K,-0.8
"Aug 04, 2015",49.99,49.7,50.45,49.58,221.65K,0.95
"Aug 03, 2015",49.52,51.55,52.01,49.36,306.50K,-5.15
"Jul 31, 2015",52.21,53.43,53.47,51.63,212.82K,-2.06
"Jul 30, 2015",53.31,53.6,54.38,53.02,217.29K,-0.13
"Jul 29, 2015",53.38,52.99,54.33,52.51,290.43K,0.15
"Jul 28, 2015",53.3,53.08,54.08,52.28,290.60K,-0.32
"Jul 27, 2015",53.47,54.45,54.89,52.83,226.37K,-2.11
"Jul 24, 2015",54.62,55.39,55.6,54.3,195.04K,-1.18
"Jul 23, 2015",55.27,56.04,56.53,55.1,207.13K,-1.53
"Jul 22, 2015",56.13,56.88,56.9,55.92,221.46K,-1.6
"Jul 21, 2015",57.04,56.55,57.44,56.33,188.88K,0.69
"Jul 20, 2015",56.65,57.12,57.44,56.33,161.06K,-0.79
"Jul 17, 2015",57.1,56.93,57.35,56.4,157.13K,-0.71
"Jul 16, 2015",57.51,57.31,58.21,56.95,14.29K,0.81
"Jul 15, 2015",57.05,58.63,58.81,56.86,79.69K,-2.5
"Jul 14, 2015",58.51,57.71,58.82,56.43,143.12K,1.14
"Jul 13, 2015",57.85,58.35,58.83,56.84,176.87K,-1.5
"Jul 10, 2015",58.73,58.49,59.66,57.86,154.37K,0.2
"Jul 09, 2015",58.61,57.1,59.27,57.01,277.59K,2.73
"Jul 08, 2015",57.05,57.25,57.75,55.87,301.11K,0.35
